Location,Scene,Offence,Year,Measure,Value,Flags
"Counties/Manukau District","Total Scene","Miscellaneous offences","2005","Recorded",426,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2006","Recorded",373,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2007","Recorded",191,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2008","Recorded",155,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2009","Recorded",161,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2010","Recorded",153,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2011","Recorded",166,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2012","Recorded",126,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2013","Recorded",129,
"Counties/Manukau District","Total Scene","Miscellaneous offences","2014","Recorded",116,
"Counties/Manukau District","Total Scene","Homicide and related offences","2005","Resolved",14,
"Counties/Manukau District","Total Scene","Homicide and related offences","2006","Resolved",24,
"Counties/Manukau District","Total Scene","Homicide and related offences","2007","Resolved",8,
"Counties/Manukau District","Total Scene","Homicide and related offences","2008","Resolved",23,
"Counties/Manukau District","Total Scene","Homicide and related offences","2009","Resolved",13,
"Counties/Manukau District","Total Scene","Homicide and related offences","2010","Resolved",12,
"Counties/Manukau District","Total Scene","Homicide and related offences","2011","Resolved",7,
"Counties/Manukau District","Total Scene","Homicide and related offences","2012","Resolved",9,
"Counties/Manukau District","Total Scene","Homicide and related offences","2013","Resolved",7,
"Counties/Manukau District","Total Scene","Homicide and related offences","2014","Resolved",8,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","1994","Resolved",2197,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","1995","Resolved",2486,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","1996","Resolved",2749,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","1997","Resolved",2975,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","1998","Resolved",3212,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","1999","Resolved",3139,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2000","Resolved",3298,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2001","Resolved",3165,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2002","Resolved",3195,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2003","Resolved",2797,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2004","Resolved",2967,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2005","Resolved",3552,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2006","Resolved",3827,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2007","Resolved",4621,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2008","Resolved",4973,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2009","Resolved",5513,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2010","Resolved",6064,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2011","Resolved",5203,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2012","Resolved",4802,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2013","Resolved",5103,
"Counties/Manukau District","Total Scene","Acts intended to cause injury","2014","Resolved",4548,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2010","Resolved",1809,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2011","Resolved",1522,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2012","Resolved",1381,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2013","Resolved",1158,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2014","Resolved",1069,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2009","Resolved",1801,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2008","Resolved",1466,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2007","Resolved",1419,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2006","Resolved",835,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2005","Resolved",868,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2004","Resolved",814,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2003","Resolved",893,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2002","Resolved",825,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2001","Resolved",773,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","2000","Resolved",781,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","1999","Resolved",696,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","1998","Resolved",692,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","1997","Resolved",632,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","1996","Resolved",514,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","1995","Resolved",468,
"Counties/Manukau District","Total Scene","Abduction, harassment and other related offences against a person","1994","Resolved",442,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2014","Resolved",104,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2013","Resolved",98,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2012","Resolved",145,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2011","Resolved",148,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2010","Resolved",135,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2009","Resolved",130,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2008","Resolved",72,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2007","Resolved",110,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2006","Resolved",79,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2005","Resolved",80,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2004","Resolved",114,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2003","Resolved",103,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2002","Resolved",117,
"Counties/Manukau District","Total Scene","Dangerous or negligent acts endangering persons","2001","Resolved",72,
